lemma,poscode,surface
Argentinie,3,Argentinie
Argentinië,3,Argentinië
Ariel,3,Ariel
Arifjan,3,Arifjan
Arizona,3,Arizona
Arkansas,3,Arkansas
Arkel,3,Arkel
Arkens,3,Arkens
Arlon,3,Arlon
Arm,3,Arm
Armenie,3,Armenie
Armenië,3,Armenië
Armhoede,3,Armhoede
Arnemuiden,3,Arnemuiden
Arnhem,3,Arnhem
Arnoud,3,Arnoud
Arquennes,3,Arquennes
Arras,3,Arras
Arriën,3,Arriën
Arri‰n,3,Arri‰n
Arri‰rveld,3,Arri‰rveld
Arsimont,3,Arsimont
Aruba,3,Aruba
Arum,3,Arum
Arusha,3,Arusha
Arville,3,Arville
Arwerd,3,Arwerd
Asch,3,Asch
Ascot,3,Ascot
Asenray,3,Asenray
Ashgabat,3,Ashgabat
Ashland,3,Ashland
Asjchabad,3,Asjchabad
Asmara,3,Asmara
Aspelare,3,Aspelare
Asper,3,Asper
Asperen,3,Asperen
Asquillies,3,Asquillies
Assab,3,Assab
Assam,3,Assam
Asschat,3,Asschat
Asse,3,Asse
Assebroek,3,Assebroek
Assel,3,Assel
Asselt,3,Asselt
Assen,3,Assen
Assendelft,3,Assendelft
Assenede,3,Assenede
Assenois,3,Assenois
Assent,3,Assent
Assesse,3,Assesse
Assoer,3,Assoer
Assum,3,Assum
Astana,3,Astana
Asten,3,Asten
Astene,3,Astene
Asunción,3,Asunción
Ath,3,Ath
Athene,3,Athene
Athis,3,Athis
Athos,3,Athos
Athus,3,Athus
Atjeh,3,Atjeh
Atlanta,3,Atlanta
Atlantis,3,Atlantis
Atlantische oceaan,3,Atlantische oceaan
Atlantische Oceaan,3,Atlantische Oceaan
Atomium,3,Atomium
Attenhoven,3,Attenhoven
Attenrode,3,Attenrode
Attert,3,Attert
Attre,3,Attre
Aubange,3,Aubange
Aubechies,3,Aubechies
Aubel,3,Aubel
Aublain,3,Aublain
Auby-sur-Semois,3,Auby-sur-Semois
Auckland,3,Auckland
Auderghem,3,Auderghem
Audregnies,3,Audregnies
Augsburg,3,Augsburg
Augsbuurt,3,Augsbuurt
Augusta,3,Augusta
Augustinusga,3,Augustinusga
Aulnois,3,Aulnois
Au Repos des Artistes,3,Au Repos des Artistes
Aus,3,Aus
Auschwitz,3,Auschwitz
Austerlitz,3,Austerlitz
Austin,3,Austin
Australie,3,Australie
Australië,3,Australië
Australïë,3,Australïë
Autelbas,3,Autelbas
Autobahn,3,Autobahn
Autre-Eglise,3,Autre-Eglise
Autreppe,3,Autreppe
Auvelais,3,Auvelais
Auvergne,3,Auvergne
Ave-et-Auffe,3,Ave-et-Auffe
Avekapelle,3,Avekapelle
Avelgem,3,Avelgem
Avenhorn,3,Avenhorn
Avennes,3,Avennes
Avenue of the Americas,3,Avenue of the Americas
avenue Pierre 1er de Serbie,3,avenue Pierre 1er de Serbie
Averbode,3,Averbode
Avereest,3,Avereest
A. Vermeylenlaan,3,A. Vermeylenlaan
Avernas-le-Bauduin,3,Avernas-le-Bauduin
Avest,3,Avest
Av. Golenvaux,3,Av. Golenvaux
Avignon,3,Avignon
Avin,3,Avin
Awans,3,Awans
Awenne,3,Awenne
Awirs,3,Awirs
Axelsche Sassing,3,Axelsche Sassing
Axwijk,3,Axwijk
Aye,3,Aye
Ayeneux,3,Ayeneux
Ayr,3,Ayr
Aywaille,3,Aywaille
AZC-Sprey Hout,3,AZC-Sprey Hout
Azelo,3,Azelo
Azerbeidjan,3,Azerbeidjan
Azerbeidzjan,3,Azerbeidzjan
Azewijn,3,Azewijn
Azie,3,Azie
Azië,3,Azië
Azoren,3,Azoren
Baaiduinen,3,Baaiduinen
Baaigem,3,Baaigem
Baai van Manilla,3,Baai van Manilla
Baak,3,Baak
Baakhoven,3,Baakhoven
Baaksemark,3,Baaksemark
Baal,3,Baal
Baambrugge,3,Baambrugge
Baamsum,3,Baamsum
Baanhoek,3,Baanhoek
Baard,3,Baard
Baardegem,3,Baardegem
Baardwijk,3,Baardwijk
Baarland,3,Baarland
Baarle-Hertog,3,Baarle-Hertog
Baarle Nassau,3,Baarle Nassau
Baarle-Nassau,3,Baarle-Nassau
Baarle-Nassau Grens,3,Baarle-Nassau Grens
Baarlo,3,Baarlo
Baarloseweg,3,Baarloseweg
Baarn,3,Baarn
Baars,3,Baars
Baarschot,3,Baarschot
Baarsdorp,3,Baarsdorp
Baarsdorpermeer,3,Baarsdorpermeer
Baarstraat,3,Baarstraat
Baasrode,3,Baasrode
Babberich,3,Babberich
Babenhausen,3,Babenhausen
Babyloniënbroek,3,Babyloniënbroek
Babyloni‰nbroek,3,Babyloni‰nbroek
Bacau,3,Bacau
Bachte-Maria-Leerne,3,Bachte-Maria-Leerne
Backstage,3,Backstage
Bad Aibling,3,Bad Aibling
Badhoevedorp,3,Badhoevedorp
Badme,3,Badme
Badme-regio,3,Badme-regio
Bad Rehburg,3,Bad Rehburg
Baelen,3,Baelen
Baexem,3,Baexem
Baflo,3,Baflo
Bagdad,3,Bagdad
Baghdad,3,Baghdad
Bagimont,3,Bagimont
Bagram,3,Bagram
Bahama-eilanden,3,Bahama-eilanden
Bahamas,3,Bahamas
Bahama's,3,Bahama's
Bahneheide,3,Bahneheide
Bahr,3,Bahr
Bahrein,3,Bahrein
Baijum,3,Baijum
Baileux,3,Baileux
Bailièvre,3,Bailièvre
Baillamont,3,Baillamont
Bailleul,3,Bailleul
Baillonville,3,Baillonville
Bairiki,3,Bairiki
Baisieux,3,Baisieux
Baisy-thy,3,Baisy-thy
Bajkonoer,3,Bajkonoer
Bakel,3,Bakel
Bakel en Milheeze,3,Bakel en Milheeze
Bakelsebrug,3,Bakelsebrug
Bakenberg,3,Bakenberg
Bakendorp,3,Bakendorp
Bakhuizen,3,Bakhuizen
Bakkersdam,3,Bakkersdam
Bakkeveen,3,Bakkeveen
Bakkum,3,Bakkum
Bakoe,3,Bakoe
Balâtre,3,Balâtre
Balegem,3,Balegem
Balen,3,Balen
Balgoij,3,Balgoij
Balgoy,3,Balgoy
Balgzand,3,Balgzand
Bali,3,Bali
Balinge,3,Balinge
Balk,3,Balk
Balkbrug,3,Balkbrug
Balleman,3,Balleman
Balloerveld,3,Balloerveld
Balloërveld,3,Balloërveld
Balloo,3,Balloo
Ballum,3,Ballum
Balmahuizen,3,Balmahuizen
Bamako,3,Bamako
Bambrugge,3,Bambrugge
Bamiyan,3,Bamiyan
Banda Atjeh,3,Banda Atjeh
Bandar Seri Begawan,3,Bandar Seri Begawan
Bande,3,Bande
Baneheide,3,Baneheide
Bangert,3,Bangert
Bangkok,3,Bangkok
Bangkok Post,3,Bangkok Post
Bangladesh,3,Bangladesh
Bangui,3,Bangui
Banholt,3,Banholt
Banjul,3,Banjul
Bankert,3,Bankert
Bant,3,Bant
Bantega,3,Bantega
Barbados,3,Barbados
Barbençon,3,Barbençon
Barbizon,3,Barbizon
Barcelona,3,Barcelona
Barchem,3,Barchem
Barchon,3,Barchon
Barendrecht,3,Barendrecht
Barentu,3,Barentu
Bareveld,3,Bareveld
Bargebek,3,Bargebek
Barger,3,Barger
Barger Compascuum,3,Barger Compascuum
Barger-Compascuum,3,Barger-Compascuum
Barger-Erf,3,Barger-Erf
Barger-Oosterveld,3,Barger-Oosterveld
Barlo,3,Barlo
Barmbekziekenhuis,3,Barmbekziekenhuis
Barneveld,3,Barneveld
Barneveld Centrum,3,Barneveld Centrum
Barnflair,3,Barnflair
Baronville,3,Baronville
Barsbeek,3,Barsbeek
Barsingehorn,3,Barsingehorn
Barsingerhorn,3,Barsingerhorn
Barteljorisstraat,3,Barteljorisstraat
Bartlehiem,3,Bartlehiem
Barvaux-Condroz,3,Barvaux-Condroz
Barvaux-sur-Ourthe,3,Barvaux-sur-Ourthe
Barwoutswaarder,3,Barwoutswaarder
Basècles,3,Basècles
Basel,3,Basel
Basiliek Koekelberg,3,Basiliek Koekelberg
Basiliek van Koekelberg,3,Basiliek van Koekelberg
Baskenland,3,Baskenland
Bas-Oha,3,Bas-Oha
Basse,3,Basse
Basse-Bodeux,3,Basse-Bodeux
Bassenge,3,Bassenge
Basseterre,3,Basseterre
Bassevelde,3,Bassevelde
Bassilly,3,Bassilly
Bastogne,3,Bastogne
Bas-Warneton,3,Bas-Warneton
Batadorp,3,Batadorp
Batenburg,3,Batenburg
Bath,3,Bath
Bathmen,3,Bathmen
Batna,3,Batna
Baton Rouge,3,Baton Rouge
Batsheers,3,Batsheers
Battenoord,3,Battenoord
Battice,3,Battice
Battignies,3,Battignies
Baudour,3,Baudour
Bauffe,3,Bauffe
Baugnies,3,Baugnies
Baulers,3,Baulers
Bavegem,3,Bavegem
Bavel,3,Bavel
Bavikhove,3,Bavikhove
Bazel,3,Bazel
Bazeldijk,3,Bazeldijk
BE,3,BE
Beachy Head,3,Beachy Head
Beaufays,3,Beaufays
Beaumont,3,Beaumont
Beauraing,3,Beauraing
Beausaint,3,Beausaint
Beauvechain,3,Beauvechain
Beauwelz,3,Beauwelz
Beckhausen,3,Beckhausen
Beckum,3,Beckum
Beclers,3,Beclers
Bedaf,3,Bedaf
Bedum,3,Bedum
Beegden,3,Beegden
Beek,3,Beek
Beekbergen,3,Beekbergen
Beek bij Nijmegen,3,Beek bij Nijmegen
Beek-Elsloo,3,Beek-Elsloo
Beek en Donk,3,Beek en Donk
Beek gem. Bergh,3,Beek gem. Bergh
Beekstraat,3,Beekstraat
Beek-Ubbergen,3,Beek-Ubbergen
Beemster,3,Beemster
Beemte,3,Beemte
Beemte Broekland,3,Beemte Broekland
Beerenplaat,3,Beerenplaat
Beerlegem,3,Beerlegem
Beernem,3,Beernem
Beers,3,Beers
Beerschot,3,Beerschot
Beersdal,3,Beersdal
Beerse,3,Beerse
Beersel,3,Beersel
Beerst,3,Beerst
Beert,3,Beert
Beerta,3,Beerta
Beertenshoven,3,Beertenshoven
Beervelde,3,Beervelde
Beerze,3,Beerze
Beerzel,3,Beerzel
Beerzerveld,3,Beerzerveld
Beesd,3,Beesd
Beesel,3,Beesel
Beetgum,3,Beetgum
Beetgumermolen,3,Beetgumermolen
Beets,3,Beets
Beetsterzwaag,3,Beetsterzwaag
Beez,3,Beez
Beffe,3,Beffe
Begijnendijk,3,Begijnendijk
Begijnenstraat,3,Begijnenstraat
Begijnhof,3,Begijnhof
Begijnhofpark,3,Begijnhofpark
Behelp,3,Behelp
Beho,3,Beho
Beieren,3,Beieren
Beigem,3,Beigem
Beijerland,3,Beijerland
Beilen,3,Beilen
Beilervaart,3,Beilervaart
Beimerwaard,3,Beimerwaard
Beinsdorp,3,Beinsdorp
Beiroet,3,Beiroet
Beit el-Walitempel,3,Beit el-Walitempel
Bekaa Valley,3,Bekaa Valley
Bekegem,3,Bekegem
Bekendelle,3,Bekendelle
Bekkerzeel,3,Bekkerzeel
Bekkevoort,3,Bekkevoort
Bekveld,3,Bekveld
Bel,3,Bel
Belarus,3,Belarus
Belfast,3,Belfast
Belfeld,3,Belfeld
Belgie,3,Belgie
België,3,België
Belgique,3,Belgique
Belgrade,3,Belgrade
Belgrado,3,Belgrado
Belize,3,Belize
Bellaire,3,Bellaire
Bellecourt,3,Bellecourt
Bellefontaine,3,Bellefontaine
Bellegem,3,Bellegem
Bellem,3,Bellem
Bellevaux,3,Bellevaux
Bellevaux-Ligneuville,3,Bellevaux-Ligneuville
Bellingen,3,Bellingen
Bellingwedde,3,Bellingwedde
Bellingwolde,3,Bellingwolde
Belmopan,3,Belmopan
Beloeil,3,Beloeil
Belsele,3,Belsele
Beltrum,3,Beltrum
Belt Schutsloot,3,Belt Schutsloot
Belt-Schutsloot,3,Belt-Schutsloot
Bemelen,3,Bemelen
Bemelerberg,3,Bemelerberg
Bemmel,3,Bemmel
Ben-Ahin,3,Ben-Ahin
Benedeneind,3,Benedeneind
Benedenknijpe,3,Benedenknijpe
Beneden Leeuwen,3,Beneden Leeuwen
Beneden-Leeuwen,3,Beneden-Leeuwen
Benelux,3,Benelux
Benguelastroom,3,Benguelastroom
Benin,3,Benin
Bennebroek,3,Bennebroek
Bennebroekerbuurt,3,Bennebroekerbuurt
Bennekom,3,Bennekom
Benneveld,3,Benneveld
Benningbroek,3,Benningbroek
Benschop,3,Benschop
Bentelo,3,Bentelo
Benthuizen,3,Benthuizen
Bentveld,3,Bentveld
Benzenrade,3,Benzenrade
Berbroek,3,Berbroek
Berchem,3,Berchem
Berchem-Sainte-Agathe,3,Berchem-Sainte-Agathe
Bercy,3,Bercy
Berendrecht,3,Berendrecht
Berg,3,Berg
Bergambacht,3,Bergambacht
Bergamo,3,Bergamo
Bergeijk,3,Bergeijk
Bergen,3,Bergen
Bergen aan Zee,3,Bergen aan Zee
Bergen-Binnen,3,Bergen-Binnen
Berg en Dal,3,Berg en Dal
Bergenhuizen,3,Bergenhuizen
Bergen op Zoom,3,Bergen op Zoom
BERGEN OP ZOOM,3,BERGEN OP ZOOM
Berg en Terblijt,3,Berg en Terblijt
Bergentheim,3,Bergentheim
Bergerac,3,Bergerac
Bergeyk,3,Bergeyk
Bergh,3,Bergh
Bergharen,3,Bergharen
Berghem,3,Berghem
Berghoven,3,Berghoven
Berghuizen,3,Berghuizen
Bergilers,3,Bergilers
Bergschenhoek,3,Bergschenhoek
Bergstoep,3,Bergstoep
Bergum,3,Bergum
Bergumermeer,3,Bergumermeer
Beringe,3,Beringe
Beringen,3,Beringen
Berkeind,3,Berkeind
Berkeindje,3,Berkeindje
Berkelaar,3,Berkelaar
Berkel en Rodenrijs,3,Berkel en Rodenrijs
Berkel Enschot,3,Berkel Enschot
Berkel-Enschot,3,Berkel-Enschot
Berkenwoude,3,Berkenwoude
Berkhoek,3,Berkhoek
Berkhout,3,Berkhout
Berkmeer,3,Berkmeer
Berkum,3,Berkum
Berlaar,3,Berlaar
Berlare,3,Berlare
Berlicum,3,Berlicum
Berlijn,3,Berlijn
Berlikum,3,Berlikum
Berlingen,3,Berlingen
Berloz,3,Berloz
Bermuda,3,Bermuda
Bern,3,Bern
Berneau,3,Berneau
Bernissart,3,Bernissart
Bernisse,3,Bernisse
Bersillies-l'Abbaye,3,Bersillies-l'Abbaye
Bertem,3,Bertem
Bertogne,3,Bertogne
Bertrée,3,Bertrée
Bertrix,3,Bertrix
Berzée,3,Berzée
Beselare,3,Beselare
Besoyen,3,Besoyen
Besselaar,3,Besselaar
Best,3,Best
Besthmen,3,Besthmen
Beswerd,3,Beswerd
Bètche-al-Rotche,3,Bètche-al-Rotche
Betekom,3,Betekom
Bethlehem,3,Bethlehem
Betterwird,3,Betterwird
Bettincourt,3,Bettincourt
Betuwe,3,Betuwe
Betuwelijn,3,Betuwelijn
Beugen,3,Beugen
Beugt,3,Beugt
Beuningen,3,Beuningen
Beursplein,3,Beursplein
Beurs van Berlage,3,Beurs van Berlage
Beurs van Berlage Museum,3,Beurs van Berlage Museum
Beusichem,3,Beusichem
Beutenaken,3,Beutenaken
Beuzet,3,Beuzet
Bevel,3,Bevel
Bever,3,Bever
Bevercé,3,Bevercé
Bevere,3,Bevere
Beveren,3,Beveren
Beveren-aan-den-Ijzer,3,Beveren-aan-den-Ijzer
Beveren-Waas,3,Beveren-Waas
Beverlo,3,Beverlo
Beverly Hills,3,Beverly Hills
BEVERLY HILLS,3,BEVERLY HILLS
Beverst,3,Beverst
Beverwijk,3,Beverwijk
Beyne-Heusay,3,Beyne-Heusay
Bhopal,3,Bhopal
Bhutan,3,Bhutan
Biarritz,3,Biarritz
Biddinghuizen,3,Biddinghuizen
Bienne-lez-Happart,3,Bienne-lez-Happart
Bierbeek,3,Bierbeek
Biercée,3,Biercée
Bierges,3,Bierges
Bierghes,3,Bierghes
Bierlap,3,Bierlap
Bierset,3,Bierset
Biert,3,Biert
Bierum,3,Bierum
Biervliet,3,Biervliet
Bierwart,3,Bierwart
Biesbosch,3,Biesbosch
Biesheuvel,3,Biesheuvel
Biesland,3,Biesland
Biesme,3,Biesme
Biesmerée,3,Biesmerée
Biesme-sous-Thuin,3,Biesme-sous-Thuin
Biessum,3,Biessum
Biest,3,Biest
Biesthoek,3,Biesthoek
Biest Houtakker,3,Biest Houtakker
Biest-Houtakker,3,Biest-Houtakker
Biestraat,3,Biestraat
Biesum,3,Biesum
Biévène,3,Biévène
Bièvre,3,Bièvre
Biez,3,Biez
Biezelinge,3,Biezelinge
Biezen,3,Biezen
Biezenmortel,3,Biezenmortel
Big Brotherhuis,3,Big Brotherhuis
Biggekerke,3,Biggekerke
Bihain,3,Bihain
Bihar,3,Bihar
Bijentuin Schildehof,3,Bijentuin Schildehof
Bijlmer,3,Bijlmer
Bijlmermeer,3,Bijlmermeer
Bijsterveld,3,Bijsterveld
Bikschote,3,Bikschote
Bilbao,3,Bilbao
Bilderdam,3,Bilderdam
Billinghuizen,3,Billinghuizen
Bilstain,3,Bilstain
Bilt,3,Bilt
Bilthoven,3,Bilthoven
